Geographic	Habitat	Habitat_sub	Type_interaction	Taxonomy_consumer	Taxonomy_resource	Metabolic_consumer	Metabolic_resource	Mass_consumer	Mass_resource
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Psacadina zernyi (Mayer)	invertebrate	invertebrate	0.0263	0.00208
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Tachinidae	invertebrate	invertebrate	0.0263	0.0021
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Cicadella viridis (L.)	invertebrate	invertebrate	0.0263	0.00255
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Pirata tenuitarsis Simon, 1876	invertebrate	invertebrate	0.0263	0.0028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Haematopota sp	invertebrate	invertebrate	0.0263	0.00307
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Araneae	invertebrate	invertebrate	0.0263	0.00315
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Marpissa radiata (Grube, 1859)	invertebrate	invertebrate	0.0263	0.00328
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Hylaeus sp	invertebrate	invertebrate	0.0263	0.0033
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Larinioides sp	invertebrate	invertebrate	0.0263	0.00333
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Oligochaeta	invertebrate	invertebrate	0.0263	0.00397
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Limnobaris dolorosa (Goeze, 1777)	invertebrate	invertebrate	0.0263	0.0046
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Tibellus maritimus (Menge, 1875)	invertebrate	invertebrate	0.0263	0.00461
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Chrysops relictus (Meigen)	invertebrate	invertebrate	0.0263	0.0047
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Calliphoridae	invertebrate	invertebrate	0.0263	0.0053
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Cochlicopa nitens (M. von Gallenstein)	invertebrate	invertebrate	0.0263	0.0069
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Helicidae	invertebrate	invertebrate	0.0263	0.0072
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Trichia sericea (Draparnaud)	invertebrate	invertebrate	0.0263	0.00807
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Pisaura mirabilis (Clerck, 1757)	invertebrate	invertebrate	0.0263	0.00877
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Zonitoides nitidus (O. F. M�ller)	invertebrate	invertebrate	0.0263	0.00905
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Oxyloma elegans (Risso)	invertebrate	invertebrate	0.0263	0.00928
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Larinioides cornutus (Clerck, 1757)	invertebrate	invertebrate	0.0263	0.0196
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Araneus diadematus Clerck, 1757	invertebrate	invertebrate	0.0263	0.0222
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Dolomedes sp	Dolomedes sp	invertebrate	invertebrate	0.0263	0.0263
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Hybotidae	invertebrate	invertebrate	0.0264	0.0000309
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Ceratopogonidae	invertebrate	invertebrate	0.0264	0.00004
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Psychodidae	invertebrate	invertebrate	0.0264	0.0000439
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Phoridae	invertebrate	invertebrate	0.0264	0.0000648
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Sciaridae	invertebrate	invertebrate	0.0264	0.0000654
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Chironomidae	invertebrate	invertebrate	0.0264	0.0000857
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Trichoptera	invertebrate	invertebrate	0.0264	0.0001
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Delphacidae	invertebrate	invertebrate	0.0264	0.000144
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Chloropidae	invertebrate	invertebrate	0.0264	0.000146
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Eupterygini	invertebrate	invertebrate	0.0264	0.00015
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Jassidae	invertebrate	invertebrate	0.0264	0.000178
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Culex sp	invertebrate	invertebrate	0.0264	0.0002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Drosophilidae	invertebrate	invertebrate	0.0264	0.0002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Brachycera	invertebrate	invertebrate	0.0264	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Chironomidae	invertebrate	invertebrate	0.0264	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Psychodidae	invertebrate	invertebrate	0.0264	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Rhagionidae	invertebrate	invertebrate	0.0264	0.00028
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Limoniidae	invertebrate	invertebrate	0.0264	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Pherbellia schoenherri (Fall�n)	invertebrate	invertebrate	0.0264	0.0003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Mycetophilidae	invertebrate	invertebrate	0.0264	0.00035
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Campsicnemus scambus (Fall�n, 1823)	invertebrate	invertebrate	0.0264	0.0004
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Pipinculus sp	invertebrate	invertebrate	0.0264	0.000485
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Blattodea	invertebrate	invertebrate	0.0264	0.00055
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Trigonometopus frontalis (Meigen)	invertebrate	invertebrate	0.0264	0.00058
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Empididae	invertebrate	invertebrate	0.0264	0.0006
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Dolichopus nitidus Fall�n, 1823	invertebrate	invertebrate	0.0264	0.0007
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Staphylinidae	invertebrate	invertebrate	0.0264	0.000866
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Ceratopogonidae	invertebrate	invertebrate	0.0264	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Muscidae copro	invertebrate	invertebrate	0.0264	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Muscidae flor	invertebrate	invertebrate	0.0264	0.00125
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Ilione lineata (Fall�n)	invertebrate	invertebrate	0.0264	0.0016
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Jassinae	invertebrate	invertebrate	0.0264	0.00171
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Platycheirus sp	invertebrate	invertebrate	0.0264	0.0018
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Limoniidae	invertebrate	invertebrate	0.0264	0.002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Tipulidae	invertebrate	invertebrate	0.0264	0.002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Psacadina zernyi (Mayer)	invertebrate	invertebrate	0.0264	0.00208
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Tachinidae	invertebrate	invertebrate	0.0264	0.0021
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Cicadella viridis (L.)	invertebrate	invertebrate	0.0264	0.00255
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Haematopota sp	invertebrate	invertebrate	0.0264	0.00307
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Coleoptera	invertebrate	invertebrate	0.0264	0.0034
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Chrysops relictus (Meigen)	invertebrate	invertebrate	0.0264	0.0047
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Calliphoridae	invertebrate	invertebrate	0.0264	0.0053
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, mown; Clmown2	predacious	Conocephalus dorsalis (Latr.)	Tipula sp	invertebrate	invertebrate	0.0264	0.0121
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Limoniidae	invertebrate	invertebrate	0.0297	0.000775
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Cloeon simile (Eaton)	invertebrate	invertebrate	0.0297	0.0012
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Ichneumonidae	invertebrate	invertebrate	0.0297	0.00187
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Psacadina zernyi (Mayer)	invertebrate	invertebrate	0.0297	0.0023
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Philaenus spumarius (L.)	invertebrate	invertebrate	0.0297	0.0024
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Stalia boops (Schioedte)	invertebrate	invertebrate	0.0297	0.0025
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Anthocomus coccineus (Schall.)	invertebrate	invertebrate	0.0297	0.00318
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Blennocampinae	invertebrate	invertebrate	0.0297	0.00416
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Ilione albiseta (Scopoli)	invertebrate	invertebrate	0.0297	0.006
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Chrysops relictus (Meigen)	invertebrate	invertebrate	0.0297	0.00605
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Haematopota sp	invertebrate	invertebrate	0.0297	0.0093
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Dolichovespula sylvestris (Scopoli)	invertebrate	invertebrate	0.0297	0.0231
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Sympetrum sanguineum (M�ller)	invertebrate	invertebrate	0.0297	0.0506
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Sympetrum vulgatum (L.)	invertebrate	invertebrate	0.0297	0.0696
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Sympetrum sp	invertebrate	invertebrate	0.0297	0.083
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Schoenus nigricans, not mown; ScControl2;	predacious	Larinioides cornutus (Clerck, 1757)	Sympetrum striolatum (Charpentier)	invertebrate	invertebrate	0.0297	0.175
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl1	predacious	Sympetrum sanguineum (M�ller)	Cecidomyiidae	invertebrate	invertebrate	0.0305	0.00002
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl1	predacious	Sympetrum sanguineum (M�ller)	Callitula ferrierei Boucek	invertebrate	invertebrate	0.0305	0.00003
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl1	predacious	Sympetrum sanguineum (M�ller)	Ceratopogonidae	invertebrate	invertebrate	0.0305	0.0000367
Country: Switzerland; Lake Neuch�tel	terrestrial	Grand Caricaie; marsh dominated by Cladietum marisci, not mown; ClControl1	predacious	Sympetrum sanguineum (M�ller)	Swammerdamella brevicornis (Meigen, 1830)	invertebrate	invertebrate	0.0305	0.00005
