"Geographic","Habitat","Type_interaction","Metabolic_consumer","Metabolic_resource","K_consumer","P_consumer","C_consumer","O_consumer","K_resource","P_resource","C_resource","O_resource","Mass_consumer","Mass_resource"
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00418,0.0024
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00418,0.00485
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00418,0.005
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00418,0.0134
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Fragilariophyceae","Fragilariales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,1.13e-12
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Achnanthales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,5.24e-12
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,9.05e-12
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Achnanthales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,8.18e-11
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,1.03e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,1.56e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Bacillariales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,1.72e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Cymbellales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,2.65e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,4.77e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Naviculales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,6.54e-10
"Country: Switzerland; Lake Neuch�tel","freshwater","herbivorous","invertebrate","photo-autotroph","Chromista","Bacillariophyta","Bacillariophyceae","Surirellales","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,4.93e-09
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,1.64e-05
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,1.9e-05
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,0.000413838
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,0.004361872
"Country: Switzerland; Lake Neuch�tel","freshwater","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Annelida","Clitellata","Arhynchobdellida",0.004238316,0.011575119
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Annelida","Clitellata","Haplotaxida","Animalia","Arthropoda","Insecta","Coleoptera",0.00427,0.00171
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.00427,0.00359
"Country: Switzerland; Lake Neuch�tel","terrestrial","predacious","invertebrate","invertebrate","Animalia","Mollusca","Gastropoda","Stylommatophora","Animalia","Arthropoda","Insecta","Coleoptera",0.00427,0.011
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,6.48e-05
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,7.32e-05
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,8.41e-05
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,8.68e-05
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,1e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,1e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000109
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00014
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000203
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000244
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00025
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00034
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00045
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00045
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000475
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000475
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000548
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000548
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,6e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000612
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000612
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00065
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,7e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,8e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,8e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00085
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,9e-04
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.000907
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0012
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0012
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0012
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0012
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0013
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00187
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00204
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0021
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00219
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0022
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Orthoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00227
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00231
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00231
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00231
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00231
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0024
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0027
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Ephemeroptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0028
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0028
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0029
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Trichoptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0029
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0031
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Plantae","Tracheophyta","Magnoliopsida","Fabales","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0031
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0031
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00336
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Hemiptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.0035
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Insecta","Diptera","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.004
"Antarctica: Eastern Weddell Sea","terrestrial","predacious","invertebrate","invertebrate","Animalia","Arthropoda","Arachnida","Araneae","Animalia","Arthropoda","Arachnida","Araneae",0.00433,0.00418
