ASSESSID,ASSESSORID,STOCKID,RECORDER,DATERECORDED,DATELOADED,ASSESSYEAR,ASSESSSOURCE,CONTACTS,NOTES,PDFFILE,ASSESS,REFPOINTS,ASSESSMETHOD,ASSESSCOMMENTS,XLSFILENAME,MOSTRECENT
SEFSC-BNOSESHARATL-1950-2005-FAUCONNET,SEFSC,BNOSESHARATL,FAUCONNET,2009-05-06,2011-07-25,1950-2005,http://www.sefsc.noaa.gov/sedar/,,,SmallcoastalAtl2007-SEFSC.pdf,1,1,ASPM,State-space age-structured production model,../spreadsheets/FAUCONNET-BNOSESHARATL-2007-editedDR.xls,yes
NEFSC-BSBASSMATLC-1968-2007-SHEPHERD,NEFSC,BSBASSMATLC,SHEPHERD,2009-04-29,2011-07-25,1968-2007,http://www.nefsc.noaa.gov/nefsc/publications/crd/crd0815/,Gary Shepherd  gary.shepherd@noaa.gov,,DataPoorReviewPanelReportFinal-1-20-09.pdf,1,1,SCALE,Statistical catch at length model. Considered a data poor stock.,../spreadsheets/SHEPHERD-BLACKSEABASS-2008-editedOJ.xls,yes
NZMFishSHELLFISHWG-PAUAPAU5B-1963-2007-JENSEN,NZMFishSHELLFISHWG,PAUAPAU5B,JENSEN,2009-03-11,2011-07-25,1963-2007,received from contact,Paul Breen - p.breen@niwa.co.nz,,ref08-05-FAR.pdf,1,0,LBBM,"recruitment timeseries available, but age at recruitment is undetermined (size-based approach)",../spreadsheets/JENSEN-BFOOTABALONENZ5B-2007-editedDR.xls,yes
WGNSSK-SEELNS-1983-2007-MINTO,WGNSSK,SEELNS,MINTO,2008-04-12,2011-07-25,1983-2007,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-WGNSSK-2007.pdf,1,1,XSA,"As no recruitment estimates from surveys are available, recruitment estimated in the assessments are based exclusively on commercial catch-at-age data. There is a tendency to underestimate F and overestimate biomas in the assessment, although this is lessened in this year s assessment. No fishing mortality (F) reference points are given for sandeels in the North Sea because there is only a weak correlation between the size of the spawning stock biomass and the recruitment.",../spreadsheets/MINTO-SEELNS-2007-editedDR-QAQC.xls,yes
DFO-QUE-HERR4RFA-1971-2003-PREFONTAINE,DFO-QUE,HERR4RFA,PREFONTAINE,2008-06-05,2011-07-25,1971-2003,http://www.dfo-mpo.gc.ca/csas/csas/Publications/Pub_Index_e.htm,contact details ,This assessment is for the fall spawing stock of herring. The data for maturity at age was taken from the purse-seine fishery landings from April-June (second quarter). The SPA bias was adjusted by a bootstrap analysis; the biomass and abundance numbers for 2003 and 2004 were calculated from the mean recruitment attributed to age 2 of year-classes 2001 and 2002.,NAFO-HERR4RSP-2004.pdf,1,1,SPA-ADAPT,no comments,../spreadsheets/PREFONTAINE-HERR4RFA-2004-editedRP-QAQC.xls,yes
AFSC-REXSOLEGA-1979-2008-STANTON,AFSC,REXSOLEGA,STANTON,2009-04-20,2011-07-25,1979-2008,http://www.afsc.noaa.gov/refm/Stocks/assessments.htm,contact details ,,ref2008-SAFE-GOArex.pdf,1,1,AD-CAM,no comments,../spreadsheets/STANTON-REXSOLEGA-2007-editedOJ-QAQC.xls,yes
DFO-PAC-HERRSOG-1951-2007-COLLIE,DFO-PAC,HERRSOG,COLLIE,2008-07-29,2011-07-25,1951-2007,received from contact,"Jake Schweigert, Pacific Biological Station",this is a test entry only,RES2007_002_e.pdf,1,0,AD-CAM,The assessment method is called HCAM,../spreadsheets/COLLIE-HERRSOG-2007-editedDR-QAQC.xls,yes
DFO-NFLD-COD2J3KLIS-1959-2006-PREFONTAINE,DFO-NFLD,COD2J3KLIS,PREFONTAINE,2008-05-28,2011-07-25,1959-2006,URL,contact details ,This assessment focuses on the inshore component of the 2J3KL cod stock as there is very little data on the offshore component. All data concerns the inshore component only except the total landings and total catch time series which are for both components. There was one SPA model used in this assessment; and it was only run for years 1995-2005. The data for total catch is an age-dissaggregated time series that comes from Table 10 in the assessment. The numbers for total landings are the only ones who include the entire area; both offshore and inshore.,DFO-COD2J3KLIS-2006.pdf,1,1,ADAPT,no comments,../spreadsheets/PREFONTAINE-COD2J3KLIS-2006-editedDR.xls,yes
NZMFishDEEPWATER-SMOOTHOREOWECR-1973-2004-JENSEN,NZMFishDEEPWATER,SMOOTHOREOWECR,JENSEN,2009-04-07,2011-07-25,1973-2004,received from contact,Patrick Cordue - patrick.cordue@isl-solutions.co.nz,Base run 33,CORDUEperscomm.pdf,1,1,CASAL,Base run 33,../spreadsheets/JENSEN-SMOOTHOREOWECR-2004-v2-editedDR.xls,yes
WGNSDS-PLAICIS-1962-2006-MINTO,WGNSDS,PLAICIS,MINTO,2008-04-15,2011-07-25,1962-2006,http://www.ices.dk/products/CMdocs/CM-2007/CM2007.pdf,NULL,NULL,ICES-WGNSDS-2007.pdf,1,1,ICA,"High levels of discarding are known to occur in this fishery as well as potential misreporting. An update ICA assessment has been presented as the final assessment in accordance with the assessment status assigned to this stock prior to the working group. However, the working group has serious reservations regarding the appropriateness of the model fit given the clear trends in catchability residuals evident from the beam trawl survey indices. Given the poor fit of the assessment model, estimates of fishing mortality and stock biomass should be interpreted with caution.",../spreadsheets/MINTO-PLAICIS-2007-editedDR-QAQC.xls,yes
WGBFAS-SOLEIIIa-1982-2007-JENNINGS,WGBFAS,SOLEIIIa,JENNINGS,2008-11-27,2011-07-25,1982-2007,http://www.ices.dk,NULL,NULL,ICES-WGBFAS-2007.pdf,1,1,XSA,NULL,../spreadsheets/JENNINGS-ICES-SOLKASK-1984-2007-editedDR-QAQC.xls,yes
SEFSC-RSNAPEGM-1872-2003-STANTON,SEFSC,RSNAPEGM,STANTON,2010-05-10,2011-07-25,1872-2003,,contact details ,,RedSnapper-SEDAR-2008.pdf,1,1,SCA,no comments,../spreadsheets/STANTON-RSNAPEGM-2005-editedDR.xls,yes
AFSC-POPERCHGA-1959-2008-MELNYCHUK,AFSC,POPERCHGA,MELNYCHUK,2009-04-17,2011-07-25,1959-2008,http://www.afsc.noaa.gov/refm/docs/2008/GOAnorthern.pdf,"Dana Hanselman, Dana.Hanselman@noaa.gov","Estimates of total biomass, SSB, and rec were presented in 2007 assessment only for years 1977 onwards (or 1975 for rec year class). Estimates for 1961-1976 obtained from Dana Hanselman, pers. comm. 
F was only presented in a figure in 2007 assessment, values obtained from Dana Hanselman, pers. comm.
There were discrepancies between the catch time series from Dana Hanselman (pers. comm.) and the one presented in the 2007 SAFE report for years 1977-1990. Dana had not been able to track down the reason for the discrepancy as of the time of this spreadsheet submission. The series from Dana is used as the primary one since those went into the model on which biomass, etc. estimates were based. The catch time series from the report is added as an extra series.",AFSC-POPERCHGA-2008-Pacific ocean perch GA.pdf,1,1,AD-CAM,2008 assessment was only an update. full assessment conducted in 2007. filename: AFSC-POPERCHGA-2007-Pacific ocean perch GA.pdf,../spreadsheets/MELNYCHUK-POPERCHGA-2008-editedDR.xls,no
